"Proportion of households working age social welfare was majority of"
"household income (%) by Electoral Division and Year"

" ","2016"
"099 Ballyhorgan, Co. Kerry",8.4
"100 Beal, Co. Kerry",7.5
"101 Carrig, Co. Kerry",14.7
"102 Causeway, Co. Kerry",21.8
"103 Cloontubbrid, Co. Kerry",12.0
"104 Drommartin, Co. Kerry",11.7
"105 Duagh, Co. Kerry",16.1
"106 Ennismore, Co. Kerry",20.1
"107 Gullane, Co. Kerry",14.9
"108 Gunsborough, Co. Kerry",18.5
"109 Kilfeighny, Co. Kerry",14.3
"110 Killehenny, Co. Kerry",21.6
"111 Killury, Co. Kerry",13.6
"112 Kilmeany, Co. Kerry",18.6
"113 Kilshenane, Co. Kerry",21.5
"114 Kiltomy, Co. Kerry",21.3
"115 Leitrim, Co. Kerry",12.0
"116 Lislaughtin, Co. Kerry",14.8
"117 Lisselton, Co. Kerry",16.3
"118 Listowel Rural, Co. Kerry",12.2
"119 Lixnaw, Co. Kerry",21.9
"120 Moynsha, Co. Kerry",17.3
"121 Newtownsandes, Co. Kerry",19.3
"122 Rathea, Co. Kerry",10.7
"123 Shronowen, Co. Kerry",11.1
"124 Tarbert, Co. Kerry",14.3
"125 Tarmon, Co. Kerry",12.4
"126 Trienearagh, Co. Kerry",16.4
"127 Urlee, Co. Kerry",12.4
"128 Abbeydorney, Co. Kerry",14.1
"129 Arabela, Co. Kerry",10.3
"130 Ardfert, Co. Kerry",19.8
"131 Ballyegan, Co. Kerry",5.7
"132 Ballyheige, Co. Kerry",19.0
"133 Ballynahaglish, Co. Kerry",8.8
"134 Ballynorig, Co. Kerry",7.5
"135 Ballyseedy, Co. Kerry",18.5
"136 Banna, Co. Kerry",14.8
"137 Baurtregaum, Co. Kerry",5.0
"138 Blennerville (Part Urban), Co. Kerry",9.2
"139 Boolteens, Co. Kerry",9.0
"140 Brosna, Co. Kerry",15.7
"141 Carker, Co. Kerry",13.1
"142 Castleisland, Co. Kerry",18.2
"143 Clogherbrien, Co. Kerry",6.9
"144 Cordal, Co. Kerry",13.3
"145 Crinny, Co. Kerry",7.3
"146 Derreen, Co. Kerry",7.4
"147 Doon, Co. Kerry",7.3
"148 Gneeves, Co. Kerry",15.6
"149 Kerryhead, Co. Kerry",11.0
"150 Kilflyn, Co. Kerry",15.5
"151 Kilgarrylander, Co. Kerry",11.2
"152 Kilgobban, Co. Kerry",12.9
"153 Killahan, Co. Kerry",10.0
"154 Kilmurry, Co. Kerry",13.0
"155 Kiltallagh, Co. Kerry",13.6
"156 Knockglass, Co. Kerry",10.7
"157 Knocknagashel, Co. Kerry",16.6
"158 Lackabaun, Co. Kerry",14.3
"159 Millbrook, Co. Kerry",7.5
"160 Mount Eagle, Co. Kerry",23.1
"161 Nohaval, Co. Kerry",12.6
"162 O'Brennan, Co. Kerry",13.3
"163 Ratass, Co. Kerry",8.3
"164 Scartaglin, Co. Kerry",9.1
"165 Tralee Rural (Part Urban), Co. Kerry",21.8
"166 Tubrid, Co. Kerry",9.8
"001 Abbey A, Limerick City",10.7
"002 Abbey B, Limerick City",19.5
"003 Abbey C, Limerick City",42.9
"004 Abbey D, Limerick City",32.0
"005 Ballinacurra A, Limerick City",5.8
"006 Ballinacurra B, Limerick City",18.2
"007 Ballynanty, Limerick City",43.3
"008 Castle A, Limerick City",14.5
"009 Castle B, Limerick City",9.1
"010 Castle C, Limerick City",5.2
"011 Castle D, Limerick City",2.9
"012 Coolraine, Limerick City",6.2
"013 Custom House, Limerick City",41.0
"014 Dock A, Limerick City",38.9
"015 Dock B, Limerick City",29.6
"016 Dock C, Limerick City",22.4
"017 Dock D, Limerick City",14.9
"018 Farranshone, Limerick City",6.3
"019 Galvone A, Limerick City",28.9
"020 Galvone B, Limerick City",45.5
"021 Glentworth A, Limerick City",37.2
"022 Glentworth B, Limerick City",23.0
"023 Glentworth C, Limerick City",40.2
"024 John's A, Limerick City",50.2
"025 John's B, Limerick City",35.6
"026 John's C, Limerick City",18.1
"027 Killeely A, Limerick City",38.2
"028 Killeely B, Limerick City",30.3
"029 Market, Limerick City",29.6
"030 Prospect A, Limerick City",37.3
"031 Prospect B, Limerick City",37.6
"032 Rathbane, Limerick City",37.5
"033 St. Laurence, Limerick City",15.4
"034 Shannon A, Limerick City",11.0
"035 Shannon B, Limerick City",40.8
"036 Singland A, Limerick City",33.9
"037 Singland B, Limerick City",15.6
"065 Limerick North Rural, Limerick City",15.1
"001 Abbeyville, Co. Limerick",9.2
"002 Adare North, Co. Limerick",4.0
"003 Adare South, Co. Limerick",6.8
"004 Ballingarry, Co. Limerick",14.5
"005 Ballyagran, Co. Limerick",9.6
"006 Ballygrennan, Co. Limerick",6.6
"007 Ballynabanoge, Co. Limerick",9.3
"008 Ballynoe, Co. Limerick",8.5
"009 Castletown, Co. Limerick",4.0
"010 Coolrus, Co. Limerick",10.4
"011 Crean, Co. Limerick",4.5
"012 Crecora, Co. Limerick",8.3
"013 Croom, Co. Limerick",18.4
"014 Dunnaman, Co. Limerick",4.8
"015 Fedamore, Co. Limerick",16.1
"016 Garrane, Co. Limerick",3.9
"017 Grange, Co. Limerick",4.4
"018 Kilfinny, Co. Limerick",5.4
"019 Kilpeacon, Co. Limerick",2.9
"020 Rathmore, Co. Limerick",9.2
"021 Fleanmore, Co. Limerick",5.1
"022 Glin, Co. Limerick",12.1
"023 Kilfergus, Co. Limerick",12.7
"024 Kilmoylan, Co. Limerick",12.5
"025 Ardpatrick, Co. Limerick",7.0
"026 Athlacca, Co. Limerick",13.5
"027 Ballymacshaneboy, Co. Limerick",10.8
"028 Bruff, Co. Limerick",17.6
"029 Bruree, Co. Limerick",15.5
"030 Bulgaden, Co. Limerick",8.5
"031 Cahercorney, Co. Limerick",4.5
"032 Colmanswell, Co. Limerick",11.2
"033 Darragh, Co. Limerick",6.1
"034 Dromin, Co. Limerick",6.7
"035 Emlygrennan, Co. Limerick",14.2
"036 Glenbrohane, Co. Limerick",13.1
"037 Griston, Co. Limerick",5.2
"038 Hospital, Co. Limerick",17.1
"039 Kilfinnane, Co. Limerick",20.9
"040 Kilflyn, Co. Limerick",14.1
"041 Kilmallock, Co. Limerick",19.2
"042 Kilteely, Co. Limerick",14.5
"043 Knockainy, Co. Limerick",9.7
"044 Knocklong, Co. Limerick",17.0
"045 Particles, Co. Limerick",12.3
"046 Rockhill, Co. Limerick",7.8
"047 Tobernea, Co. Limerick",11.3
"048 Uregare, Co. Limerick",11.8
"049 Abington, Co. Limerick",11.8
"050 Ballybricken, Co. Limerick",7.6
"051 Ballycummin, Co. Limerick",9.6
"052 Ballysimon, Co. Limerick",6.3
"053 Ballyvarra, Co. Limerick",7.7
"054 Caherconlish East, Co. Limerick",4.9
"055 Caherconlish West, Co. Limerick",15.3
"056 Caherelly, Co. Limerick",8.4
"057 Cappamore, Co. Limerick",17.0
"058 Carrig, Co. Limerick",5.1
"059 Castleconnell, Co. Limerick",10.6
"060 Clarina, Co. Limerick",6.9
"061 Clonkeen, Co. Limerick",10.1
"062 Doon West, Co. Limerick",7.3
"063 Glenstal, Co. Limerick",13.4
"064 Kilmurry, Co. Limerick",10.8
"066 Limerick South Rural, Co. Limerick",15.0
"067 Patrickswell, Co. Limerick",14.4
"068 Roxborough, Co. Limerick",3.8
"069 Anglesborough, Co. Limerick",11.2
"070 Ballylanders, Co. Limerick",14.3
"071 Cullane, Co. Limerick",11.0
"072 Duntryleague, Co. Limerick",11.8
"073 Galbally, Co. Limerick",17.8
"074 Kilbeheny, Co. Limerick",6.5
"075 Kilglass, Co. Limerick",13.5
"076 Knocknascrow, Co. Limerick",6.3
"077 Riversdale, Co. Limerick",10.5
"078 Abbeyfeale, Co. Limerick",24.7
"079 Ardagh, Co. Limerick",12.0
"080 Ballintober, Co. Limerick",12.1
"081 Ballynoe West, Co. Limerick",9.1
"082 Boola, Co. Limerick",4.7
"083 Broadford, Co. Limerick",11.1
"084 Caher, Co. Limerick",14.8
"085 Cleanglass, Co. Limerick",8.2
"086 Cloncagh, Co. Limerick",4.9
"087 Danganbeg, Co. Limerick",8.7
"088 Dromcolliher, Co. Limerick",12.2
"089 Dromtrasna, Co. Limerick",13.5
"090 Feenagh, Co. Limerick",11.3
"091 Garryduff, Co. Limerick",11.1
"092 Glenagower, Co. Limerick",17.2
"093 Glengort, Co. Limerick",9.1
"094 Glensharrold, Co. Limerick",25.0
"095 Kilmeedy, Co. Limerick",10.8
"096 Knockaderry, Co. Limerick",6.2
"097 Mahoonagh, Co. Limerick",12.6
"098 Monagay, Co. Limerick",12.5
"099 Mountcollins, Co. Limerick",23.8
"100 Mountplummer, Co. Limerick",9.8
"101 Newcastle Rural, Co. Limerick",11.5
"102 Newcastle Urban, Co. Limerick",21.5
"103 Port, Co. Limerick",15.7
"104 Rathronan, Co. Limerick",17.3
"105 Rooskagh, Co. Limerick",11.1
"106 Templeglentan, Co. Limerick",13.9
"107 Askeaton East, Co. Limerick",22.5
"108 Askeaton West, Co. Limerick",20.8
"109 Aughinish, Co. Limerick",6.9
"110 Ballyallinan, Co. Limerick",10.6
"111 Ballynacarriga, Co. Limerick",6.0
"112 Castletown, Co. Limerick",8.9
"113 Craggs, Co. Limerick",10.0
"114 Croagh, Co. Limerick",5.7
"115 Dromard, Co. Limerick",6.1
"116 Dunmoylan East, Co. Limerick",7.6
"117 Dunmoylan West, Co. Limerick",13.0
"118 Iveruss, Co. Limerick",8.1
"119 Kilcornan, Co. Limerick",7.0
"120 Kildimo, Co. Limerick",8.0
"121 Kilscannell, Co. Limerick",5.4
"122 Lismakeery, Co. Limerick",6.1
"123 Loghill, Co. Limerick",19.4
"124 Mohernagh, Co. Limerick",6.4
"125 Nantinan, Co. Limerick",9.2
"126 Pallaskenry, Co. Limerick",16.8
"127 Rathkeale Rural, Co. Limerick",11.0
"128 Rathkeale Urban, Co. Limerick",32.1
"129 Riddlestown, Co. Limerick",5.1
"130 Shanagolden, Co. Limerick",12.4
"131 Shanid, Co. Limerick",7.9
"132 Bilboa, Co. Limerick",10.7
"133 Doon South, Co. Limerick",15.4
"134 Grean, Co. Limerick",16.7
"135 Oola, Co. Limerick",13.3
"136 Templebredon, Co. Limerick",7.9
"001 Nenagh East Urban, North Tipperary",23.8
"002 Nenagh West Urban, North Tipperary",21.8
"003 Templemore, North Tipperary",20.6
"004 Thurles Urban, North Tipperary",23.1
"005 Aglishcloghane, North Tipperary",11.2
"006 Ballingarry, North Tipperary",10.4
"007 Ballylusky, North Tipperary",6.9
"008 Borrisokane, North Tipperary",19.2
"009 Carrig, North Tipperary",3.0
"010 Cloghjordan, North Tipperary",16.5
"011 Cloghprior, North Tipperary",15.6
"012 Clohaskin, North Tipperary",13.3
"013 Finnoe, North Tipperary",14.3
"014 Graigue, North Tipperary",18.9
"015 Kilbarron, North Tipperary",8.9
"016 Lorrha East, North Tipperary",13.0
"017 Lorrha West, North Tipperary",7.2
"018 Mertonhall, North Tipperary",3.4
"019 Rathcabban, North Tipperary",22.0
"020 Redwood, North Tipperary",11.1
"021 Riverstown, North Tipperary",12.6
"022 Terryglass, North Tipperary",8.0
"023 Uskane, North Tipperary",8.5
"024 Abington, North Tipperary",12.2
"025 Aghnameadle, North Tipperary",5.7
"026 Ardcrony, North Tipperary",12.0
"027 Ballina, North Tipperary",9.2
"028 Ballygibbon, North Tipperary",8.1
"029 Ballymackey, North Tipperary",11.0
"030 Ballynaclogh, North Tipperary",10.9
"031 Birdhill, North Tipperary",9.4
"032 Burgesbeg, North Tipperary",7.1
"033 Carrigatogher, North Tipperary",7.3
"034 Castletown, North Tipperary",15.9
"035 Derrycastle, North Tipperary",8.1
"036 Dolla, North Tipperary",11.7
"999Greenhall / Lackagh",8.3
"038 Kilcomenty, North Tipperary",6.7
"039 Kilkeary, North Tipperary",8.5
"040 Killoscully, North Tipperary",4.3
"041 Kilmore, North Tipperary",15.3
"042 Kilnaneave, North Tipperary",9.1
"043 Kilnarath, North Tipperary",10.7
"044 Knigh, North Tipperary",10.3
"046 Latteragh, North Tipperary",20.8
"047 Monsea, North Tipperary",10.7
"048 Nenagh Rural, North Tipperary",7.9
"049 Newport, North Tipperary",13.2
"050 Templederry, North Tipperary",15.7
"051 Youghalarra, North Tipperary",5.2
"052 Borrisnafarney, North Tipperary",8.6
"053 Borrisnoe, North Tipperary",5.4
"054 Bourney East, North Tipperary",5.3
"055 Bourney West, North Tipperary",13.7
"056 Killavinoge, North Tipperary",10.2
"057 Killea, North Tipperary",18.1
"058 Rathnaveoge, North Tipperary",6.2
"059 Roscrea, North Tipperary",22.4
"060 Timoney, North Tipperary",10.2
"061 Ballycahill, North Tipperary",6.0
"062 Ballymurreen, North Tipperary",14.0
"063 Borrisoleigh, North Tipperary",14.3
"064 Drom, North Tipperary",7.8
"065 Foilnaman, North Tipperary",10.6
"066 Glenkeen, North Tipperary",5.3
"067 Gortkelly, North Tipperary",5.9
"068 Holycross, North Tipperary",6.7
"069 Inch, North Tipperary",11.6
"070 Kilrush, North Tipperary",9.3
"071 Littleton, North Tipperary",17.3
"072 Longfordpass, North Tipperary",12.2
"073 Loughmoe, North Tipperary",8.8
"074 Moyaliff, North Tipperary",10.2
"075 Moycarky, North Tipperary",12.0
"076 Moyne, North Tipperary",9.9
"077 Rahelty, North Tipperary",13.6
"078 Templetouhy, North Tipperary",15.3
"079 Thurles Rural, North Tipperary",9.8
"080 Twomileborris, North Tipperary",12.9
"081 Upperchurch, North Tipperary",9.6
"082 Carrickbeg Urban, South Tipperary",22.9
"083 Carrick-on-Suir Urban, South Tipperary",33.1
"084 Cashel Urban, South Tipperary",29.1
"085 Clonmel East Urban, South Tipperary",22.6
"086 Clonmel West Urban, South Tipperary",25.8
"087 Tipperary East Urban, South Tipperary",37.0
"088 Tipperary West Urban, South Tipperary",26.1
"089 Carrick-on-Suir Rural, South Tipperary",10.5
"090 Garrangibbon, South Tipperary",16.6
"091 Kilmurry, South Tipperary",16.9
"092 Newtown, South Tipperary",11.0
"093 Ardmayle, South Tipperary",13.9
"094 Ardsallagh, South Tipperary",4.5
"095 Ballysheehan, South Tipperary",3.8
"096 Cashel Rural, South Tipperary",16.9
"097 Clogher, South Tipperary",9.3
"098 Cloneen, South Tipperary",12.1
"099 Clonoulty East, South Tipperary",14.0
"100 Clonoulty West, South Tipperary",11.0
"101 Colman, South Tipperary",6.8
"102 Cooleagh, South Tipperary",7.9
"103 Drangan, South Tipperary",18.2
"104 Fethard, South Tipperary",25.6
"105 Gaile, South Tipperary",12.6
"106 Graigue, South Tipperary",6.1
"107 Greystown, South Tipperary",14.7
"108 Killeenasteena, South Tipperary",4.4
"109 Killenaule, South Tipperary",22.9
"110 Kilpatrick, South Tipperary",12.4
"111 Knockgraffon, South Tipperary",11.6
"112 Magorban, South Tipperary",7.1
"113 Nodstown, South Tipperary",5.2
"114 Oughterleague, South Tipperary",18.8
"115 Peppardstown, South Tipperary",20.1
"116 Tullamain, South Tipperary",10.0
"117 Ardfinnan, South Tipperary",15.7
"118 Ballybacon, South Tipperary",9.2
"119 Ballyporeen, South Tipperary",17.1
"120 Burncourt, South Tipperary",12.4
"121 Caher, South Tipperary",9.6
"122 Clogheen, South Tipperary",20.1
"123 Coolagarranroe, South Tipperary",8.5
"124 Derrygrath, South Tipperary",5.2
"125 Kilcommon, South Tipperary",19.5
"126 Kilcoran, South Tipperary",7.7
"127 Mortlestown, South Tipperary",16.1
"128 Newcastle, South Tipperary",18.0
"129 Tubbrid, South Tipperary",9.9
"130 Tullaghmelan, South Tipperary",15.7
"131 Tullaghorton, South Tipperary",12.2
"132 Ballyclerahan, South Tipperary",8.1
"133 Clonmel Rural (Part Urban), South Tipperary",14.4
"134 Inishlounaght (Part Urban), South Tipperary",11.3
"135 Kilcash, South Tipperary",10.4
"999 Kilsheelan / Killaloan",15.8
"138 Kiltinan, South Tipperary",11.6
"139 Lisronagh, South Tipperary",15.2
"140 Anner, South Tipperary",14.1
"141 Ballingarry, South Tipperary",21.5
"142 Ballyphilip, South Tipperary",19.7
"143 Buolick, South Tipperary",22.3
"144 Crohane, South Tipperary",7.8
"145 Farranrory, South Tipperary",27.8
"146 Fennor, South Tipperary",12.8
"147 Kilcooly, South Tipperary",10.8
"148 Kilvemnon, South Tipperary",10.1
"149 Modeshil, South Tipperary",15.2
"150 Mullinahone, South Tipperary",28.5
"151 New Birmingham, South Tipperary",25.6
"152 Poyntstown, South Tipperary",28.2
"153 Ballycarron, South Tipperary",10.4
"154 Ballygriffin, South Tipperary",9.2
"155 Ballykisteen, South Tipperary",13.3
"156 Bansha, South Tipperary",19.2
"157 Bruis, South Tipperary",7.2
"158 Cappagh, South Tipperary",13.5
"159 Clonbeg, South Tipperary",13.7
"160 Cullen, South Tipperary",11.7
"161 Curraheen, South Tipperary",9.8
"162 Donohill, South Tipperary",11.3
"163 Drumwood, South Tipperary",11.2
"164 Emly, South Tipperary",21.3
"165 Glengar, South Tipperary",10.3
"166 Golden, South Tipperary",12.5
"167 Kilfeakle, South Tipperary",10.6
"168 Killadriffe, South Tipperary",9.7
"169 Kilmucklin, South Tipperary",13.0
"170 Lattin, South Tipperary",19.8
"171 Rathlynin, South Tipperary",12.6
"172 Rodus, South Tipperary",11.4
"173 Shronell, South Tipperary",11.8
"174 Solloghodbeg, South Tipperary",11.1
"175 Templeneiry, South Tipperary",8.2
"176 Thomastown, South Tipperary",12.5
"177 Tipperary Rural, South Tipperary",16.4
"001 Ballybeg North, Waterford City",32.2
"999 Ballybeg South / Ballynaneashagh",20.2
"003 Ballybricken West, Waterford City",31.3
"004 Ballymaclode, Waterford City",4.3
"005 Ballynakill, Waterford City",6.4
"007 Ballytruckle, Waterford City",21.8
"008 Bilberry, Waterford City",27.1
"009 Centre A, Waterford City",41.7
"010 Centre B, Waterford City",36.0
"011 Cleaboy, Waterford City",15.7
"012 Custom House A, Waterford City",26.1
"013 Custom House B, Waterford City",38.8
"014 Farranshoneen, Waterford City",7.3
"015 Ferrybank, Waterford City",14.2
"016 Gracedieu, Waterford City",29.0
"017 Grange North, Waterford City",19.3
"018 Grange South, Waterford City",19.4
"019 Grange Upper, Waterford City",10.6
"020 Kilbarry, Waterford City",14.4
"021 Kingsmeadow, Waterford City",24.8
"022 Larchville, Waterford City",32.9
"023 Lisduggan, Waterford City",23.3
"024 Military Road, Waterford City",21.3
"025 Morrisson's Avenue East, Waterford City",29.6
"026 Morrisson's Avenue West, Waterford City",28.6
"027 Morrisson's Road, Waterford City",33.3
"028 Mount Sion, Waterford City",28.5
"029 Newport's Square, Waterford City",32.3
"030 Newtown, Waterford City",7.1
"031 Park, Waterford City",27.6
"032 Poleberry, Waterford City",22.3
"033 Roanmore, Waterford City",31.5
"034 Shortcourse, Waterford City",40.9
"035 Slievekeale, Waterford City",22.8
"036 The Glen, Waterford City",33.6
"037 Ticor North, Waterford City",12.5
"038 Ticor South, Waterford City",11.0
"001 Dungarvan No. 1 Urban, Co. Waterford",28.1
"002 Dungarvan No. 2 Urban, Co. Waterford",11.5
"003 Ballydurn, Co. Waterford",6.5
"004 Carrickbeg Rural, Co. Waterford",8.1
"005 Clonea, Co. Waterford",15.0
"006 Fenoagh, Co. Waterford",9.9
"007 Glen, Co. Waterford",7.0
"008 Kilmeadan, Co. Waterford",23.3
"009 Mothel, Co. Waterford",9.3
"010 Portlaw, Co. Waterford",18.0
"011 Rathgormuck, Co. Waterford",5.3
"012 Ross, Co. Waterford",10.6
"013 Ballymacarbry, Co. Waterford",11.8
"014 Graignagower, Co. Waterford",11.4
"015 Gurteen, Co. Waterford",9.0
"016 Kilmacomma, Co. Waterford",11.7
"017 Kilronan, Co. Waterford",7.9
"018 St. Mary's, Co. Waterford",8.9
"019 Aird Mhór, Co. Waterford",9.4
"020 Baile Mhac Airt, Co. Waterford",10.3
"021 Bohadoon, Co. Waterford",10.3
"022 Cappagh, Co. Waterford",9.3
"023 Carriglea, Co. Waterford",6.2
"024 Clonea, Co. Waterford",8.0
"025 Colligan, Co. Waterford",5.4
"026 Coumaraglin, Co. Waterford",5.8
"027 Dromana, Co. Waterford",13.2
"028 Dromore, Co. Waterford",9.8
"029 Dungarvan Rural, Co. Waterford",11.6
"030 Keereen, Co. Waterford",14.8
"031 Knockaunbrandaun, Co. Waterford",6.0
"032 Modelligo, Co. Waterford",4.8
"033 Mountstuart, Co. Waterford",8.0
"034 An Rinn, Co. Waterford",10.7
"035 Seskinan, Co. Waterford",11.0
"036 Whitechurch, Co. Waterford",5.9
"037 Annestown, Co. Waterford",8.9
"038 Ballylaneen, Co. Waterford",9.8
"039 Carrigcastle, Co. Waterford",21.7
"040 Comeragh, Co. Waterford",21.2
"041 Dunhill, Co. Waterford",7.5
"042 Fews, Co. Waterford",12.3
"043 Fox's Castle, Co. Waterford",8.4
"044 Gardenmorris, Co. Waterford",17.5
"045 Georgestown, Co. Waterford",3.1
"046 Kilbarrymeaden, Co. Waterford",20.8
"047 Kilmacthomas, Co. Waterford",20.4
"048 Knockmahon, Co. Waterford",11.8
"049 Mountkennedy, Co. Waterford",6.3
"050 Newtown, Co. Waterford",12.2
"051 Stradbally, Co. Waterford",12.8
"052 Tinnasaggart, Co. Waterford",9.7
"053 Ballyduff, Co. Waterford",9.1
"054 Ballyhane, Co. Waterford",11.3
"055 Ballyin, Co. Waterford",7.8
"056 Ballynamult, Co. Waterford",15.5
"057 Ballysaggartmore, Co. Waterford",6.3
"058 Cappoquin, Co. Waterford",18.3
"059 Castlerichard, Co. Waterford",7.5
"060 Drumroe, Co. Waterford",11.0
"061 Gortnapeaky, Co. Waterford",14.3
"062 Kilcockan, Co. Waterford",10.7
"063 Kilwatermoy East, Co. Waterford",6.7
"064 Kilwatermoy West, Co. Waterford",13.4
"065 Lismore Rural, Co. Waterford",14.4
"066 Lismore Urban, Co. Waterford",17.8
"067 Mocollop, Co. Waterford",14.1
"068 Modelligo, Co. Waterford",7.8
"069 Tallow, Co. Waterford",16.1
"070 Ballynakill (Part Rural), Co. Waterford",6.1
"071 Drumcannon, Co. Waterford",8.7
"072 Faithlegg (Part Rural), Co. Waterford",13.0
"073 Islandikane, Co. Waterford",6.4
"074 Kilbarry (Part Rural), Co. Waterford",4.1
"075 Killea, Co. Waterford",13.6
"076 Killoteran, Co. Waterford",6.9
"077 Kilmacleague, Co. Waterford",8.3
"078 Kilmeadan, Co. Waterford",9.4
"079 Newcastle, Co. Waterford",6.5
"080 Pembrokestown, Co. Waterford",5.9
"081 Rathmoylan, Co. Waterford",16.7
"082 Reisk, Co. Waterford",8.1
"083 Tramore, Co. Waterford",17.7
"084 Woodstown, Co. Waterford",7.8
"085 Ardmore, Co. Waterford",17.9
"086 Ballyheeny, Co. Waterford",15.3
"087 Clashmore, Co. Waterford",10.5
"088 Glenwilliam, Co. Waterford",15.0
"089 Grallagh, Co. Waterford",5.0
"090 Grange, Co. Waterford",11.7
"091 Kinsalebeg, Co. Waterford",11.8
"092 Templemichael, Co. Waterford",11.1
"001 Ballybaan, Galway City",19.2
"002 Baile an Bhriotaigh, Galway City",14.9
"003 Bearna, Galway City",12.2
"004 An Caisleán Gearr, Galway City",17.9
"005 Claddagh, Galway City",8.9
"006 Dangan, Galway City",15.5
"007 Eyre Square, Galway City",8.2
"008 An Cnocán Carrach, Galway City",4.4
"009 Lough Atalia, Galway City",6.4
"010 Mionlach, Galway City",14.3
"011 Mervue, Galway City",13.5
"012 Murroogh, Galway City",12.1
"013 Newcastle, Galway City",19.6
"014 Nuns Island, Galway City",13.0
"015 Rahoon, Galway City",17.9
"016 Renmore, Galway City",6.3
"017 Rockbarton, Galway City",3.2
"018 Paróiste San Nicoláis, Galway City",15.2
"019 Salthill, Galway City",8.1
"020 Shantalla, Galway City",13.1
"021 Taylors Hill, Galway City",13.7
"022 Wellpark, Galway City",21.2
"001 Ballinasloe Urban, Co. Galway",23.0
"002 Abbeygormacan, Co. Galway",5.7
"003 Ahascragh, Co. Galway",14.4
"004 Aughrim, Co. Galway",6.2
"005 Ballinasloe Rural, Co. Galway",10.7
"006 Ballymacward, Co. Galway",8.3
"007 Clonfert, Co. Galway",9.7
"008 Clontuskert, Co. Galway",10.2
"009 Kellysgrove, Co. Galway",7.4
"010 Kilconnell, Co. Galway",12.9
"011 Killaan, Co. Galway",9.6
"012 Killallaghtan, Co. Galway",11.2
"013 Killoran, Co. Galway",9.7
"014 Killure, Co. Galway",16.5
"015 Kilmacshane, Co. Galway",7.8
"016 Kiltormer, Co. Galway",8.4
"017 Kylemore, Co. Galway",6.7
"018 Laurencetown, Co. Galway",14.4
"019 Lismanny, Co. Galway",7.0
"020 Oatfield, Co. Galway",10.6
"021 Ballynakill, Co. Galway",17.3
"022 Binn an Choire, Co. Galway",15.4
"023 Bunowen, Co. Galway",21.0
"024 Cleggan, Co. Galway",15.0
"025 Clifden, Co. Galway",18.1
"026 Cushkillary, Co. Galway",13.3
"999 Derrycunlagh / Derrylea",10.0
"029 Doonloughan, Co. Galway",24.2
"030 Errislannan, Co. Galway",21.7
"031 An Uillinn, Co. Galway",10.3
"032 Inishbofin, Co. Galway",20.6
"033 An Cnoc Buí, Co. Galway",24.0
"034 Maíros, Co. Galway",17.8
"035 Abhainn Ghabhla, Co. Galway",26.1
"036 Rinvyle, Co. Galway",17.5
"037 Cloch na Rón, Co. Galway",20.6
"038 Sillerna, Co. Galway",28.3
"039 Scainimh, Co. Galway",25.4
"040 Eanach Dhúin, Co. Galway",8.2
"041 Aughrim, Co. Galway",6.5
"042 Baile an Teampaill (Part Rural), Co. Galway",5.9
"043 Ballynacourty, Co. Galway",4.8
"044 Bearna (Part Rural), Co. Galway",3.3
"045 Belleville, Co. Galway",6.0
"046 An Carn Mór, Co. Galway",4.9
"047 Ceathrú an Bhrúnaigh (Part Rural), Co. Galway",16.3
"048 Baile Chláir, Co. Galway",8.5
"049 Clarinbridge, Co. Galway",5.7
"050 Deerpark, Co. Galway",8.4
"051 Na Forbacha, Co. Galway",9.8
"052 Galway Rural (Part Rural), Co. Galway",2.8
"053 Árainn, Co. Galway",18.0
"054 Cill Chuimin, Co. Galway",17.5
"055 Cill Aithnín, Co. Galway",9.6
"056 Leacach Beag, Co. Galway",5.3
"057 Liscananaun, Co. Galway",6.3
"058 Lisín an Bhealaigh, Co. Galway",4.2
"059 Maigh Cuilinn, Co. Galway",7.3
"060 Oranmore, Co. Galway",8.3
"061 Sailearna, Co. Galway",13.3
"062 Sliabh an Aonaigh, Co. Galway",6.2
"063 An Spidéal, Co. Galway",10.5
"064 Stradbally, Co. Galway",5.9
"065 Tulaigh Mhic Aodháin, Co. Galway",9.0
"066 Ballinastack, Co. Galway",17.9
"067 Ballymoe, Co. Galway",16.2
"068 Ballynakill, Co. Galway",9.8
"069 Boyounagh, Co. Galway",9.6
"070 Creggs, Co. Galway",13.6
"071 Curraghmore, Co. Galway",13.6
"072 Glennamaddy, Co. Galway",19.6
"073 Island, Co. Galway",8.0
"074 Kilcroan, Co. Galway",15.9
"075 Kiltullagh, Co. Galway",8.4
"076 Raheen, Co. Galway",15.7
"077 Scregg, Co. Galway",9.1
"078 Shankill, Co. Galway",13.2
"079 Templetogher, Co. Galway",17.8
"080 Toberroe, Co. Galway",12.1
"081 Ardamullivan, Co. Galway",9.0
"082 Ardrahan, Co. Galway",10.9
"083 Ballycahalan, Co. Galway",8.9
"084 Beagh, Co. Galway",11.3
"085 Cahermore, Co. Galway",5.3
"086 Cappard, Co. Galway",13.2
"087 Castletaylor, Co. Galway",6.6
"088 Doorus, Co. Galway",8.7
"089 Drumacoo, Co. Galway",8.6
"090 Gort, Co. Galway",20.4
"091 Kilbeacanty, Co. Galway",13.2
"092 Killeely, Co. Galway",4.4
"093 Killeenavarra, Co. Galway",4.5
"094 Killinny, Co. Galway",5.3
